author,img_path,features
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_164.jpg,[0.375969   1.7795064  0.11415187 ... 0.12109572 0.41171405 0.02634538]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_35.jpg,[0.4584158  1.1756635  0.06080649 ... 0.41275015 0.63336414 0.19207178]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_355.jpg,[0.24448095 2.5258498  0.03589129 ... 0.05815155 0.30567047 0.128693  ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_424.jpg,[2.923283   2.093018   0.5568887  ... 0.31669718 1.7894552  0.5367298 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_223.jpg,[0.19875158 0.62222403 0.00525478 ... 0.38767853 0.18533039 0.03050248]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_128.jpg,[0.5505641  2.4913254  0.21275657 ... 0.03088589 0.3051374  1.2045141 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_87.jpg,[0.0061768  2.3414788  0.02895932 ... 0.6027027  0.05300555 0.5840882 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_308.jpg,[0.12636988 0.88119286 0.47780532 ... 0.         0.2342176  0.4844272 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_422.jpg,[1.479807   2.60578    0.08551615 ... 0.11238499 0.7001232  0.5251723 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_406.jpg,[0.06534228 0.57081944 1.3024561  ... 0.7494522  0.6005493  0.603597  ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_356.jpg,[0.12928705 2.2451591  0.17684302 ... 0.07540423 0.05273686 0.71981037]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_42.jpg,[0.14354241 0.99683136 0.4369193  ... 1.0406073  1.7036492  1.0874096 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_428.jpg,[1.0903103  1.4070797  0.37148276 ... 0.3837948  0.00300645 0.38125336]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_220.jpg,[0.66216636 0.5333745  0.03821369 ... 0.03324933 0.05235697 0.32050622]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_413.jpg,[0.17158873 1.8644259  0.37355074 ... 0.21707617 1.2868496  0.3337746 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_117.jpg,[1.4090374  1.27809    0.00613729 ... 0.1051583  1.0739074  1.8545847 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_206.jpg,[0.20622075 0.13534307 3.51147    ... 0.17938285 1.5674351  0.12429601]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_382.jpg,[0.10143994 0.7702677  0.2789226  ... 0.8625736  0.01768452 0.13471515]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_189.jpg,[0.32462206 0.3846146  0.27747044 ... 0.00394509 0.55159587 1.0635179 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_259.jpg,[0.08989903 2.7193928  0.16995151 ... 0.43132877 0.57616323 0.9702761 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_121.jpg,[0.15338    0.8074713  0.07738379 ... 2.2741158  0.550788   0.71273226]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_327.jpg,[0.32106796 0.3070044  0.         ... 0.         0.24105425 0.40778404]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_162.jpg,[1.7575557  1.6240318  0.20939061 ... 0.         0.6906245  0.7432139 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_152.jpg,[0.31295466 1.8914182  0.1914704  ... 0.18421282 1.0571816  0.47374743]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_174.jpg,[0.17408158 1.8257554  0.04917313 ... 0.37858665 0.06605022 0.17157653]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_338.jpg,[1.0595849  0.64579964 1.0811878  ... 3.1993554  0.47651464 0.56414145]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_195.jpg,[0.28836128 0.9637978  0.08718901 ... 2.9122539  0.2499543  0.27089536]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_134.jpg,[0.55614287 0.7484105  0.         ... 0.23049985 0.21151927 0.2490105 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_177.jpg,[0.685401   0.05425112 0.05233374 ... 1.5704641  0.97731346 0.5378602 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_139.jpg,[0.7249668  1.8637458  0.0096707  ... 0.08967199 5.344339   0.36410585]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_178.jpg,[0.9255885  1.2753044  0.32582352 ... 0.38652986 0.33419064 0.14009699]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_354.jpg,[0.6469042  0.16131541 0.         ... 0.26707706 0.18152213 0.42564717]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_207.jpg,[0.68273365 1.3966386  0.7000328  ... 0.4454439  0.0757831  2.1771967 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_306.jpg,[0.5835804  1.0863304  0.3035155  ... 0.04791584 2.1759765  0.68194866]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_258.jpg,[0.0269306  2.500986   0.0728566  ... 0.26435965 0.8040094  2.317246  ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_286.jpg,[0.47284138 2.3920052  0.03163419 ... 2.0774653  0.93753994 0.10435672]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_61.jpg,[1.7676995  1.0368031  0.         ... 0.18776302 0.11046776 0.20494114]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_185.jpg,[0.81616175 0.5366209  0.537736   ... 0.15161474 0.31341273 0.1511482 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_237.jpg,[0.20127961 0.23571353 0.15306583 ... 4.6723356  0.00916409 0.03232934]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_24.jpg,[0.75443596 0.5938867  0.5122759  ... 1.0626439  0.00485501 0.04785478]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_111.jpg,[0.06262217 0.5982071  0.32145157 ... 0.02011504 0.6104722  0.        ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_205.jpg,[0.03680707 0.10545956 2.3703055  ... 0.09653597 0.706701   0.7938936 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_83.jpg,[0.789725   0.79860455 0.06436988 ... 1.2930541  0.24883531 2.1124396 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_419.jpg,[0.8559109  2.754345   0.66800565 ... 0.20540677 1.5966619  0.515595  ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_155.jpg,[0.08039343 2.1461608  0.05810228 ... 0.         0.16425495 0.70360595]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_63.jpg,[0.00585888 2.310909   0.1805376  ... 0.28658056 1.7154719  0.32700342]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_30.jpg,[0.20165458 2.1396558  0.07016993 ... 0.04736545 1.226622   0.02859663]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_102.jpg,[0.06143495 0.35335642 0.01279386 ... 0.03726406 0.47188407 0.24499464]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_250.jpg,[0.84967524 1.1001781  0.90725315 ... 0.         0.25942367 2.9589257 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_36.jpg,[0.05462619 0.30298838 0.86783165 ... 0.27818647 0.         0.22611389]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_198.jpg,[0.06605228 3.1308088  0.26243058 ... 1.4110599  0.42338958 0.6651673 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_70.jpg,[0.36584425 0.17184521 0.2889087  ... 0.2099075  2.440791   0.08627662]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_73.jpg,[0.1837972  0.8768278  0.04236829 ... 0.01454997 0.07156411 0.37156707]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_112.jpg,[0.73281467 3.2498698  0.49904203 ... 0.0235323  0.19672447 0.9700915 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_56.jpg,[0.18137258 0.59247535 0.         ... 2.9454176  0.13961114 0.1915847 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_315.jpg,[0.2731075  0.51539356 0.08355946 ... 0.19516435 0.2736866  0.6978213 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_11.jpg,[0.52201974 1.5915115  0.20643543 ... 0.         0.11152285 0.04827742]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_202.jpg,[1.2797791  0.08456729 0.13189083 ... 0.19290787 1.5911199  0.1434505 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_201.jpg,[1.1000012  3.6079009  0.3972691  ... 0.00659187 0.0275076  0.11105859]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_126.jpg,[1.4851636  1.5369952  0.35382935 ... 0.14327508 0.08433098 0.6027143 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_65.jpg,[0.6156539  1.3637967  0.16512778 ... 0.09289317 0.8643823  0.        ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_64.jpg,[0.29269248 0.82550097 0.         ... 0.         1.3937776  0.45278051]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_393.jpg,[0.25194538 2.2185717  0.17283227 ... 1.3965594  0.26413444 0.6801239 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_303.jpg,[0.51220703 1.8875748  0.17395432 ... 0.12238278 0.9818856  2.2090974 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_368.jpg,[0.07374585 2.8498404  0.         ... 0.         3.035001   0.23089616]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_7.jpg,[0.26354617 0.12820478 0.36296353 ... 7.6451526  1.1961025  0.        ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_228.jpg,[0.23811361 3.4509237  0.12881882 ... 0.         1.6287555  0.16585664]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_54.jpg,[0.71359164 2.989429   0.7577863  ... 0.43702498 0.19297692 0.01640242]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_289.jpg,[0.4143966  0.9688325  0.9027451  ... 0.05385357 1.1012317  0.02864792]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_80.jpg,[0.01438512 0.5905033  0.03131003 ... 1.6765255  0.22582902 0.30021262]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_52.jpg,[0.1693826  1.6972433  0.27791145 ... 0.4966863  0.49317753 0.19101346]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_373.jpg,[0.7650722  0.13535753 0.29147953 ... 0.05406496 5.3238645  0.21176754]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_271.jpg,[0.3505375  1.1945455  0.07287413 ... 0.         0.12190677 0.0584027 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_209.jpg,[0.05996768 1.7357521  3.504401   ... 0.1841069  1.9772208  0.19355446]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_317.jpg,[0.5970399  1.1849657  0.00590057 ... 3.4046295  0.         0.03568586]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_426.jpg,[0.07470918 2.828701   1.0828173  ... 0.08130696 0.41113025 0.35016525]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_320.jpg,[0.7591885  4.5436926  0.1103994  ... 0.556754   0.26266432 0.8115558 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_431.jpg,[0.9648083  0.04658938 0.         ... 2.196356   0.10038218 0.5704647 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_312.jpg,[0.13199487 2.9029298  0.12092607 ... 0.02092779 0.2135033  0.6176844 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_92.jpg,"[2.0169266e-01 1.8862186e-01 3.8661275e-04 ... 1.5953034e-01 1.5767641e+00
 1.0082393e+00]"
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_85.jpg,[0.41815838 1.1188191  0.3169543  ... 0.615035   3.2824457  0.02894732]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_82.jpg,[1.0071586  0.15061139 0.14368328 ... 0.2724082  0.6622864  0.        ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_435.jpg,[0.39995754 1.054188   0.3930756  ... 0.3524553  1.9836253  0.3454278 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_98.jpg,[5.0459185  0.73356307 0.2530997  ... 1.4448264  0.3414747  0.09706151]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_94.jpg,[0.01169785 1.5034633  0.         ... 1.9042199  1.4832351  0.4064619 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_264.jpg,[0.691754   0.5099972  0.60580796 ... 0.5025693  0.24885988 1.0761917 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_135.jpg,[0.3931497  0.85586345 0.48636952 ... 0.2459698  1.2432611  0.62826645]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_326.jpg,[0.09152383 2.732588   0.05091348 ... 0.25242057 0.3070275  0.12681836]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_293.jpg,[0.08677461 1.6739128  0.432065   ... 0.38354635 0.8423426  0.11735828]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_377.jpg,[0.7177976  1.5191641  0.16367881 ... 0.01155498 2.3482018  0.01685431]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_193.jpg,[0.49811172 0.6775971  1.0612676  ... 1.3785808  0.27940285 0.0032352 ]
Pablo_Picasso,images/Pablo_Picasso/Pablo_Picasso_246.jpg,[0.11659667 0.93262416 0.27247402 ... 0.15860645 0.61322683 0.01078341]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_74.jpg,[2.078668   0.42117247 0.5671356  ... 0.324099   0.6620949  0.07086347]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_129.jpg,[0.         1.3679502  0.02122718 ... 0.28663915 1.1032872  0.26328343]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_122.jpg,[0.52945924 0.67737204 1.3118433  ... 0.74816215 1.1794337  0.64951193]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_150.jpg,[0.10571825 1.1370872  0.83228225 ... 0.         0.90696883 0.33652967]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_9.jpg,[0.79721195 0.16251539 0.3424838  ... 0.21182044 0.38333455 0.27918437]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_88.jpg,[0.41474167 0.9154571  0.51418585 ... 0.01969104 0.4504781  0.5210207 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_101.jpg,[0.11907256 0.9179859  0.         ... 0.7673642  1.4489074  0.0295863 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_105.jpg,[0.13414858 0.9897765  0.06699982 ... 0.08989304 0.13969077 0.39299282]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_82.jpg,[0.708883   2.8276258  1.1139394  ... 0.09313225 1.7146182  0.5684203 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_76.jpg,[0.34873083 2.317874   0.17891662 ... 0.2598065  4.0222435  0.3330985 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_65.jpg,[0.79003626 1.9436045  0.17485157 ... 0.47132716 0.3773011  0.08729558]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_120.jpg,[1.5332047  1.7629291  0.11002008 ... 0.10949113 0.02007274 1.5281104 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_5.jpg,[0.07855013 1.1908822  0.05811822 ... 0.01593544 0.09925397 0.40437728]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_13.jpg,[0.925465   0.5206278  0.9317427  ... 0.02213791 0.3673278  0.        ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_48.jpg,[0.4164526  0.22047776 0.53902036 ... 0.         0.5959916  0.98862034]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_77.jpg,[0.21416765 1.8530498  0.7517339  ... 0.10123849 0.6525838  0.5903324 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_23.jpg,[0.2223985  0.5980398  0.         ... 0.04554679 0.00647362 0.02305894]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_111.jpg,"[2.8954554e-02 2.5137541e+00 6.0925982e-03 ... 6.2867935e-04 3.1833630e+00
 2.4899286e-01]"
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_35.jpg,[0.6340073  0.7307277  0.25351423 ... 0.08170891 1.2671223  0.        ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_157.jpg,[0.01590332 0.5940427  0.39263728 ... 0.11361931 0.4231835  0.595432  ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_20.jpg,[0.08369756 1.531562   0.470197   ... 0.1809367  1.2115018  0.52148825]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_127.jpg,[0.31071493 1.7079293  0.0337784  ... 0.         0.12856777 0.3882885 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_54.jpg,[0.5786691  2.7550998  0.77924174 ... 0.         0.87163734 0.962398  ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_52.jpg,[0.15422824 0.48088002 0.4313128  ... 0.02675162 1.118818   0.        ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_152.jpg,[0.         0.9860947  0.11665981 ... 0.         0.48648787 0.27003178]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_42.jpg,[0.8870591  0.5189135  0.5948612  ... 0.1125916  0.24619716 0.7960674 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_138.jpg,[0.8286739  1.3383061  0.5131937  ... 0.0747674  1.3402486  0.21201137]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_64.jpg,[0.5491393  0.68500686 1.1447096  ... 0.21391773 0.48761585 0.21997817]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_116.jpg,[0.00316953 1.9885458  0.21442102 ... 0.0185784  1.2464546  0.8602768 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_31.jpg,[0.03609399 1.8643736  0.18547411 ... 0.         0.45580283 0.39523137]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_38.jpg,[0.685891   0.06322073 1.2962971  ... 3.476824   0.5176178  0.00652051]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_70.jpg,[0.50345975 0.73602945 1.9716532  ... 0.23702458 0.30096412 0.06472935]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_39.jpg,[1.0102268  0.53901607 1.7838539  ... 0.58737373 1.4353528  1.2177368 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_135.jpg,[0.         2.396796   0.11780737 ... 0.02438162 0.24032141 0.4135062 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_1.jpg,[0.26110494 2.1930685  0.39188263 ... 0.         1.4837939  0.30610663]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_139.jpg,[0.17910433 0.38559207 0.21221964 ... 0.         1.220041   0.5169973 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_73.jpg,[0.51143795 0.92794627 0.02323402 ... 0.05953641 1.5267237  0.2188185 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_132.jpg,[0.2968087  0.14678073 0.49042243 ... 0.14070775 0.06915058 0.70860076]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_21.jpg,[0.060042   1.6604234  1.2562301  ... 0.23068212 0.33126363 0.        ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_67.jpg,[0.02146049 1.2120938  0.04741452 ... 0.         1.0316367  0.05601236]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_148.jpg,[1.1016016  0.32714847 0.87191755 ... 0.04040687 2.4616213  0.69211686]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_164.jpg,[0.40408278 3.9405215  0.07440014 ... 0.         0.32820842 1.8866997 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_59.jpg,[0.505222   2.4429011  0.00786125 ... 0.0683063  1.3241032  0.7170041 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_49.jpg,[0.3807749  0.58052355 0.         ... 0.00357917 0.013898   0.19038583]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_45.jpg,[0.7819581  0.53507024 1.2165058  ... 0.029795   0.15385656 0.39223558]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_87.jpg,[0.31210014 1.1712793  0.41862062 ... 0.41594556 0.36676472 0.09723944]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_158.jpg,[2.9037805  1.6248925  0.467338   ... 0.32667288 1.6288002  1.5611715 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_134.jpg,[0.48050556 1.1381638  0.19748348 ... 0.07326156 0.15588996 0.3784708 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_89.jpg,[0.79042006 1.0737784  0.26907036 ... 0.09751207 0.8333464  0.        ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_14.jpg,[0.04122448 0.3263357  0.00054327 ... 0.         0.30047777 0.531575  ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_100.jpg,[0.13870095 0.12345272 0.00466294 ... 1.3144162  2.0185287  1.0361681 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_57.jpg,[0.32453814 1.1561548  0.16580263 ... 0.02752966 1.4696295  0.16649456]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_7.jpg,[0.3486571  2.382001   0.60201186 ... 0.79902774 1.8010149  0.96560824]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_6.jpg,[0.00653373 1.0052406  0.         ... 0.14310388 0.16337678 0.39028487]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_163.jpg,[0.84661716 1.2588416  0.23286784 ... 0.08581328 0.96102685 0.34645146]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_46.jpg,[0.4657307  0.29661304 0.77757496 ... 0.00232699 0.9359267  0.48314008]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_108.jpg,[0.12804984 2.5832026  0.27338603 ... 0.00286883 0.32783845 0.08439792]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_58.jpg,"[2.9430041e-01 1.9857093e+00 1.9235913e-01 ... 3.5007147e-04 2.5788620e+00
 1.6324377e-01]"
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_119.jpg,[0.6485742  0.49881595 0.01991076 ... 0.20202605 1.3200877  0.14297923]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_30.jpg,[0.01324421 1.8753891  0.08825592 ... 0.05040203 1.5639795  1.0076913 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_143.jpg,[0.08051751 0.4450973  0.4801838  ... 0.11294945 1.102199   0.04323405]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_102.jpg,[0.25404042 1.4269857  0.07850613 ... 0.34403157 2.8866837  0.29749852]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_11.jpg,[1.1097256  0.7260985  0.8657823  ... 0.28912994 3.504038   0.8137025 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_133.jpg,[0.5926013  1.1948406  0.27837554 ... 0.95408285 0.         0.5385087 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_140.jpg,[0.4998553  0.92352706 0.27575892 ... 0.00235945 0.03006138 0.9815954 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_41.jpg,[0.06250103 0.86670357 0.6188695  ... 0.         0.5989266  0.08992243]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_2.jpg,[0.19451793 0.642097   0.52693206 ... 0.55522764 0.22162539 0.3643565 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_98.jpg,[0.02003893 1.6357521  0.17852059 ... 0.14590304 1.575857   0.7449834 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_91.jpg,[0.281977  1.2633902 0.2832245 ... 0.4794776 1.5730833 0.0285661]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_156.jpg,[0.91832155 0.66356426 1.4438028  ... 0.         0.19990759 0.88820225]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_103.jpg,[0.02574456 0.87252384 0.05577221 ... 0.41117853 1.7298687  0.4732965 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_137.jpg,[0.05263906 2.1368227  1.3779496  ... 0.         0.21004966 0.23474295]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_162.jpg,[0.55186623 1.0351464  0.09770053 ... 0.21960773 0.6780105  0.25773177]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_44.jpg,[0.08790853 1.0635283  1.212408   ... 0.         0.12056192 0.25621   ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_22.jpg,[0.48858446 0.56567156 0.81954867 ... 0.11879323 1.0016359  0.12456462]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_84.jpg,[0.46946985 1.1695043  0.6024867  ... 0.02917955 1.0889987  0.3799134 ]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_126.jpg,[0.02322192 0.5258472  0.51088035 ... 0.00577525 1.6532954  0.76038367]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_125.jpg,[0.56878763 1.8426837  0.11983632 ... 0.08930222 0.573137   0.69906086]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_149.jpg,"[3.3932760e-02 1.1118746e+00 1.6912587e+00 ... 1.2572687e-03 8.1664723e-01
 1.6701157e-01]"
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_63.jpg,[0.3471302  1.0636665  1.7181368  ... 0.03294289 1.2606537  0.75545424]
Sandro_Botticelli,images/Sandro_Botticelli/Sandro_Botticelli_27.jpg,[0.03343598 0.24409044 0.45617568 ... 0.         0.57299054 0.32342464]
